,Term1,Term2,Term3,Term4
7567,diclofenaco,dismenorrea,ciprofloxacino,disenteria
7568,metronidazol,giardosis,carisoprodol,dolor
7569,guaifenesina,laringitis,ceftazidima,sepsis
7570,vancomicina,meningitis,glucagon,hipopiesis
7571,ciclofosfamida,rabdosarcoma,colecalciferol,soriasis
7572,valdecoxib,dismenorrea,clozapina,esquizofrenia
7573,minoxidil,calvicie,finasterida,calvicie
7574,morfina,dolor,lorazepam,vomitos
7575,ametopterina,leucemia,meclozina,vomitos
7576,oximorfona,dolor,carbamazepina,epilepsia
7577,norfloxacino,gonorrea,ciprofloxacino,neutropenia
7578,naproxeno,gota,glucosa,hipoglucemia
7579,penicilamina,reumatismo,metilprednisolona,inflamacion
7580,glucosa,hipoglucemia,paracetamol,fiebre
7581,sulfatiazol,vaginitis,esomeprazol,acidez
7582,azufre,soriasis,metilprednisolona,inflamacion
7583,metilfenidato,narcolepsia,acetilcisteina,envenenamiento
7584,prometazina,rinitis,glucagon,hipopiesis
7585,temozolomida,melanoma,gabapentina,epilepsia
7586,clozapina,esquizofrenia,cefepima,neutropenia
7587,glucagon,anafilaxia,ciprofloxacino,gonorrea
7588,dexametasona,vomitos,acetilcisteina,bronquiectasia
7589,rifampicina,tuberculosis,progesterona,amenorrea
7590,teofilina,apnea,ipratropio,bronquitis
7591,flucitosina,candidosis,diclofenaco,keratosis
7592,rofecoxib,dismenorrea,ampicilina,listerelosis
7593,pralidoxima,envenenamiento,ifosfamida,linfoma
7594,ciclofosfamida,neuroblastoma,cerivastatina,hipertrigliceridemia
7595,tamoxifeno,ginecomastia,azufre,soriasis
7596,mitoxantrona,dolor,cocaina,dolor
7597,oximorfona,dolor,clotrimazol,candidosis
7598,indometacina,artritis,carisoprodol,espasmo
7599,metronidazol,enterocolitis,benzocaina,otalgia
7600,probenecid,neurosifilis,oxicodona,dolor
7601,risperidona,esquizofrenia,metadona,dolor
7602,filgrastim,neutropenia,auranofina,artritis
7603,nabumetona,inflamacion,midazolam,desazon
7604,prednisolona,inflamacion,capsaicina,neuralgia
7605,oxacilina,meningitis,carisoprodol,espasmo
7606,reserpina,esquizofrenia,benzocaina,dentalgia
7607,fenilefrina,rinitis,paracetamol,dolor
7608,desmopresina,trombocitopenia,citarabina,leucemia
7609,desoxiefedrina,obesidad,ampicilina,gonorrea
7610,niacinamida,hiperlipemia,cisaprida,dispepsia
7611,oximorfona,dolor,lorazepam,vomitos
7612,clorpromazina,vomitos,bleomicina,linfoma
7613,hidrocodona,dolor,tirocalcitonina,hipercalcemia
7614,carbonildiamida,hiperqueratosis,tiroxina,tirotoxicosis
7615,metronidazol,giardosis,brimonidina,glaucoma
7616,glicerina,estreñimiento,brimonidina,glaucoma
7617,sulfanilamida,candidosis,finasterida,hirsutismo
7618,desoxiefedrina,narcolepsia,diclofenaco,fotofobia
7619,prednisolona,edema,irinotecan,linfoma
7620,irinotecan,leucemia,citrato,acidosis
7621,ciclofosfamida,hemosiderosis,acetilcisteina,amiloidosis
7622,tiroglobulina,bocio,meropenem,peritonitis
7623,papaverina,tromboembolia,moxifloxacino,gonorrea
7624,nabumetona,dolor,itraconazol,candidosis
7625,mitoxantrona,leucemia,cetiricina,rinitis
7626,moxifloxacino,bronquitis,albendazol,giardosis
7627,midazolam,desazon,aztreonam,septicemia
7628,metronidazol,amebiasis,gemfibrozilo,hipercolesterolemia
7629,oxicodona,dolor,ciclofosfamida,leucemia
7630,pantoprazol,esofagitis,ceftriaxona,neumonia
7631,nitroglicerina,eclampsia,itraconazol,aspergilosis
7632,heparina,tromboembolia,bromocriptina,hipogonadismo
7633,cocaina,tos,auranofina,artritis
7634,bromocriptina,acromegalia,adenosina,taquiarritmia
7635,ibuprofeno,gota,ampicilina,gonorrea
7636,vincristina,neuroblastoma,eritromicina,gonorrea
7637,warfarina,tromboflebitis,diclorodiaminoplatino,linfoma
7638,paraldehido,delirio,moxifloxacino,neumonia
7639,guaifenesina,faringitis,clonazepam,esquizofrenia
7640,meprobamato,cefalodinia,meperidina,dolor
7641,flucitosina,candidosis,albendazol,helmintosis
7642,mentol,dolor,bleomicina,linfoma
7643,espironolactona,hirsutismo,mebendazol,helmintosis
7644,estreptomicina,yatobyo,alcanfor,dolor
7645,desmopresina,trombocitopenia,ampicilina,listerelosis
7646,lindano,prurito,imipenem,septicemia
7647,lovastatina,hipercolesterolemia,cefepima,neutropenia
7648,octreotida,adenoma,cortisol,shock
7649,cetoconazol,candidosis,gemfibrozilo,hipertrigliceridemia
7650,enoxaparina,tromboflebitis,bleomicina,sarcoma
7651,clorpromazina,trismo,cefuroxima,faringitis
7652,cetoconazol,candidosis,epinefrina,hipopiesis
7653,ipratropio,bronquitis,digoxina,shock
7654,hidrocodona,tos,gemfibrozilo,hipercolesterolemia
7655,difenhidramina,nauseoso,clotrimazol,candidosis
7656,liotironina,bocio,sucralfato,esofagitis
7657,vancomicina,neutropenia,eritromicina,lues
7658,voriconazol,aspergilosis,nitazoxanida,diarrea
7659,ceftriaxona,neumonia,auranofina,penfigo
7660,talco,neumotorax,epinefrina,taquiarritmia
7661,vincristina,rabdosarcoma,valdecoxib,dismenorrea
7662,rasburicasa,uricacidemia,hidromorfona,tos
7663,oxacilina,meningitis,levofloxacino,pielonefritis
7664,tiamina,pelagra,fluconazol,meningitis
7665,irinotecan,linfoma,clonazepam,disartria
7666,sulfatiazol,vaginitis,lidocaina,taquiarritmia
7667,reserpina,esquizofrenia,guaifenesina,sinusitis
7668,irinotecan,leucemia,aspirina,fiebre
7669,metadona,dolor,carbamazepina,epilepsia
7670,meprobamato,cefalodinia,gemfibrozilo,hipercolesterolemia
7671,niacina,pelagra,calcitriol,hiperparatiroidismo
7672,cloroquina,amebiasis,brimonidina,glaucoma
7673,tetraciclina,bronquitis,pralidoxima,envenenamiento
7674,clorpromazina,nauseoso,cefepima,neumonia
7675,oxicodona,dolor,metoclopramida,gastroparesia
7676,timolol,glaucoma,clotrimazol,candidosis
7677,cocaina,tos,cefuroxima,faringitis
7678,caspofungina,aspergilosis,calcitriol,hiperparatiroidismo
7679,fenilpropanolamina,obesidad,ceftriaxona,neumonia
7680,tiroxina,tirotoxicosis,gemfibrozilo,hipertrigliceridemia
7681,probenecid,neurosifilis,norfloxacino,prostatitis
7682,fenilpropanolamina,rinitis,eritromicina,gonorrea
7683,moxifloxacino,bronquitis,cloroquina,amebiasis
7684,cerivastatina,hipertrigliceridemia,ampicilina,listerelosis
7685,sorbitol,estreñimiento,cefotaxima,sepsis
7686,simvastatina,hipertrigliceridemia,ceftazidima,neutropenia
7687,cocaina,dolor,auranofina,penfigo
7688,lorazepam,vomitos,cefepima,neumonia
7689,metilfenidato,narcolepsia,etoposido,leucemia
7690,estreptomicina,peste,ciprofloxacino,sinusitis
7691,itraconazol,candidosis,prostaciclina,purpura
7692,fluconazol,candidosis,finasterida,hirsutismo
7693,vancomicina,enterocolitis,topotecan,carcinoma
7694,guaifenesina,bronquitis,cefuroxima,impetigo
7695,glucagon,anafilaxia,azitromicina,tonsilitis
7696,oxicodona,dolor,naproxeno,inflamacion
7697,fenilpropanolamina,obesidad,diclorodiaminoplatino,carcinoma
7698,vincristina,leucemia,diclorodiaminoplatino,neuroblastoma
7699,meropenem,apendicitis,diclorodiaminoplatino,linfoma
7700,quinina,babesiasis,guaifenesina,sinusitis
7701,opio,dolor,epinefrina,anafilaxia
7702,estrona,hipogonadismo,dextran,shock
7703,enoxaparina,angor,calcitriol,raquitismo
7704,levetiracetam,epilepsia,colchicina,gota
7705,ibuprofeno,dismenorrea,epinefrina,glaucoma
7706,ibuprofeno,dismenorrea,ampicilina,gonorrea
7707,prazicuantel,helmintosis,moxifloxacino,bronquitis
7708,carbamazepina,epilepsia,paracetamol,fiebre
7709,itraconazol,candidosis,indometacina,bursitis
7710,propranolol,cromafinoma,oxigeno,neumonia
7711,omeprazol,acidez,acetilcisteina,bronquitis
7712,tacrolimus,dermatitis,permetrina,prurito
7713,irinotecan,leucemia,acetilcisteina,envenenamiento
7714,talidomida,lepra,clorpromazina,nauseoso
7715,ametopterina,soriasis,epinefrina,anafilaxia
7716,benzocaina,picazon,acemanan,leucemia
7717,vancomicina,neutropenia,selegilina,esquizofrenia
7718,heparina,tromboflebitis,amoxicilina,listerelosis
7719,pilocarpina,asialia,diclorodiaminoplatino, m osteosarcoma
7720,propoxifeno,dolor,medroxiprogesterona,amenorrea
7721,indometacina,bursitis,budesonida,rinitis
7722,propranolol,cromafinoma,esomeprazol,esofagitis
7723,epinefrina,hipopiesis,epinefrina,glaucoma
7724,probenecid,neurosifilis,citarabina,linfoma
7725,meticilina,osteomielitis,doxiciclina,neumonia
7726,bleomicina,sarcoma,albendazol,toxocariasis
7727,epinefrina,bradicardia,digoxina,shock
7728,colchicina,amiloidosis,ciprofloxacino,prostatitis
7729,trimetoprima,bronquitis,norfloxacino,prostatitis
7730,epinefrina,taquiarritmia,difenhidramina,nauseoso
7731,midazolam,desazon,lorazepam,vomitos
7732,metronidazol,giardosis,clorpromazina,vomitos
7733,glucagon,shock,cefotaxima,peritonitis
7734,diclorodiaminoplatino,linfoma,ciprofloxacino,gonorrea
7735,tetraciclina,gonorrea,guaifenesina,coqueluche
7736,cimetidina,dispepsia,atropina,uveitis
7737,mesna,cistitis,bleomicina,sarcoma
7738,prednisona,inflamacion,opio,diarrea
7739,simvastatina,hipercolesterolemia,clonazepam,esquizofrenia
7740,esomeprazol,acidez,daunorubicina,leucemia
7741,probenecid,gonorrea,cetoconazol,candidosis
7742,capsaicina,neuralgia,paracetamol,dolor
7743,lidocaina,dolor,cetoconazol,candidosis
7744,delta   tetrahidrocanabinol,anorexia,loratadina,urticaria
7745,ceftriaxona,neumonia,albendazol,giardosis
7746,mitoxantrona,dolor,citarabina,leucemia
7747,progesterona,amenorrea,carboplatino, m osteosarcoma
7748,clonazepam,disartria,aspirina,inflamacion
7749,sucralfato,gastritis,cefuroxima,impetigo
7750,hidrocodona,dolor,epinefrina,anafilaxia
7751,insulina,humano,desmopresina,enuresis
7752,pamidronato,osteoporosis,diclofenaco,inflamacion
7753,epinefrina,anafilaxia,efedrina,rinitis
7754,vancomicina,neutropenia,cefepima,fiebre
7755,nitazoxanida,giardosis,ciclofosfamida,leucemia
7756,itraconazol,candidosis,adenosina,taquiarritmia
7757,pilocarpina,midriasis,fenfluramina,obesidad
7758,pamidronato,hipercalcemia,meclozina,vertigo
7759,levofloxacino,neumonia,dietilestilbestrol,carcinoma
7760,talidomida,lepra,fenazopiridina,dolor
7761,eritromicina,gonorrea,  fenilpropano   amina,narcolepsia
7762,metiltestosterona,hipogonadismo,docetaxel,melanoma
7763,mitoxantrona,leucemia,dexametasona,vomitos
7764,fenitoina,epilepsia,niacina,hiperlipemia
7765,perfenazina,esquizofrenia,naproxeno,bursitis
7766,lorazepam,vomitos,guaifenesina,rinitis
7767,fenilpropanolamina,rinitis,naproxeno,bursitis
7768,meperidina,dolor,furosemida,edema
7769,vinblastina,corioepitelioma,ipratropio,rinitis
7770,ciclofosfamida,leucemia,ampicilina,disenteria
7771,moxifloxacino,sinusitis,melfalan,neuroblastoma
7772,espironolactona,hipokalemia,bupivacaina,dolor
7773,vancomicina,neutropenia,resorcinol,rosacea
7774,difenhidramina,nauseoso,cefotaxima,meningitis
7775,efedrina,asma,ceftriaxona,gonorrea
7776,perfenazina,vomitos,hidroxicloroquina,reumatismo
7777,aspirina,fiebre,acemanan,leucemia
7778,digoxina,shock,acemanan,leucemia
7779,warfarina,tromboflebitis,cimetidina,urticaria
7780,ametopterina,soriasis,cloroquina,amebiasis
7781,sorbitol,estreñimiento,resorcinol,rosacea
7782,vinblastina,corioepitelioma,fluconazol,candidosis
7783,eritromicina,lues,aprotinina,sangrado
7784,risperidona,demencia,rifampicina,meningitis
7785,nandrolona,anemia,levofloxacino,bronquitis
7786,rasburicasa,uricacidemia,oxacilina,meningitis
7787,prednisona,hipersensibilidad,gabapentina,dolor
7788,fenobarbital,hiperbilirrubinemia,fenfluramina,bulimia
7789,pseudoefedrina,asma,nortriptilina,dolor
7790,propofol,desazon,metronidazol,absceso
7791,pamidronato,hipercalcemia,cisaprida,gastroparesia
7792,linezolid,neumonia,ceftriaxona,epididimitis
7793,clonazepam,disartria,ampicilina,gonorrea
7794,sucralfato,neumonia,risperidona,demencia
7795,desoxiefedrina,obesidad,ceftazidima,meningitis
7796,ametopterina,soriasis,acetilcisteina,neumonia
7797,hidromorfona,dolor,dapsona,lepra
7798,teofilina,apnea,efedrina,asma
7799,meclozina,vertigo,indometacina,bursitis
7800,estrona,hipogonadismo,claritromicina,tonsilitis
7801,cocaina,dolor,ceftriaxona,epididimitis
7802,feniltoloxamina,urticaria,dihidrocodeina,dolor
7803,simvastatina,hipercolesterolemia,flecainida,taquiarritmia
7804,clorpromazina,trismo,cloroquina,plasmodiosis
7805,prednisona,inflamacion,cortisol,shock
7806,nabumetona,inflamacion,prostaciclina,purpura
7807,warfarina,tromboembolia,vinblastina,corioepitelioma
7808,mesna,cistitis,atropina,envenenamiento
7809,melfalan,neuroblastoma,etanercept,artritis
7810,prednisolona,conjuntivitis,papaverina,tromboembolia
7811,cefotaxima,sepsis,ampicilina,gonorrea
7812,prednisolona,inflamacion,cetiricina,urticaria
7813,rifampicina,tuberculosis,carboplatino, m osteosarcoma
7814,propranolol,taquiarritmia,ceftriaxona,meningitis
7815,atropina,uveitis,ampicilina,meningitis
7816,morfina,dolor,albendazol,giardosis
7817,ampicilina,gonorrea,albendazol,helmintosis
7818,mitomicina,adenocarcinoma,cortisol,reumatismo
7819,glucagon,hipoglucemia,etoposido,rabdosarcoma
7820,mitoxantrona,linfoma,doxiciclina,lues
7821,prednisolona,hipersensibilidad,glucagon,anafilaxia
7822,guaifenesina,sinusitis,bleomicina,linfoma
7823,sucralfato,neumonia,pamidronato,osteoporosis
7824,imipramina,enuresis,hidroxicloroquina,reumatismo
7825,sulfanilamida,candidosis,cefepima,neutropenia
7826,paromomicina,amebiasis,ciprofloxacino,osteomielitis
7827,nitazoxanida,giardosis,mentol,dolor
7828,temozolomida,melanoma,octreotida,acromegalia
7829,propoxifeno,dolor,paromomicina,criptosporidiasis
7830,meperidina,dolor,gabapentina,epilepsia
7831,desoxiefedrina,narcolepsia,amoxicilina,listerelosis
7832,delta   tetrahidrocanabinol,nauseoso,clorpromazina,hipo
7833,itraconazol,aspergilosis,carbamazepina,esquizofrenia
7834,ibuprofeno,bursitis,bromocriptina,infertil
7835,talidomida,reticulosis,enoxaparina,angor
7836,metoclopramida,gastroparesia,enoxaparina,angor
7837,guaifenesina,bronquitis,cefuroxima,neumonia
7838,clonidina,dolor,ciprofloxacino,sinusitis
7839,metronidazol,giardosis,lansoprazol,esofagitis
7840,risperidona,esquizofrenia,hidroxicarbamida,leucocitosis
7841,cetoconazol,histoplasmosis,  fenilpropano   amina,narcolepsia
7842,clorpromazina,trismo,cafeina,apnea
7843,meperidina,dolor,glucagon,bradicardia
7844,naproxeno,dismenorrea,etoposido,neuroblastoma
7845,rasburicasa,uricacidemia,clonazepam,neuralgia
7846,vancomicina,enterocolitis,diclorodiaminoplatino,melanoma
7847,rasburicasa,uricacidemia,cetoconazol,candidosis
7848,etoposido,leucemia,clonidina,dismenorrea
7849,tiroxina,tirotoxicosis,cisaprida,estreñimiento
7850,perfenazina,vomitos,diclorodiaminoplatino,astroglioma
7851,sildenafilo,impotencia,ciclofosfamida,rabdosarcoma
7852,rasburicasa,uricacidemia,metilprednisolona,hipersensibilidad
7853,deferoxamina,hemocromatosis,bismuto,disenteria
7854,sucralfato,mucitis,loratadina,rinitis
7855,levofloxacino,bronquitis,bleomicina,linfoma
7856,prednisona,hipercalcemia,ciprofloxacino,sinusitis
7857,octreotida,acromegalia,difenhidramina,rinitis
7858,voriconazol,aspergilosis,glucagon,hipopiesis
7859,ceftriaxona,neumonia,ampicilina,meningitis
7860,flutamida,hirsutismo,alcanfor,dolor
7861,tetraciclina,lues,ciclofosfamida,reumatismo
7862,fentanilo,dolor,eugenol,dentalgia
7863,tiabendazol,helmintosis,cefuroxima,sinusitis
7864,delta   tetrahidrocanabinol,anorexia,aspirina,dolor
7865,oxigeno,neumonia,ceftazidima,neutropenia
7866,clozapina,esquizofrenia,amitriptilina,dolor
7867,cloroquina,penfigo,benzocaina,otalgia
7868,talidomida,reticulosis,prazicuantel,bilarziasis
7869,feniltoloxamina,rinitis,norfloxacino,prostatitis
7870,glucagon,hipopiesis,flutamida,hirsutismo
7871,cefuroxima,impetigo,benzocaina,picazon
7872,heparina,tromboembolia,cefuroxima,sinusitis
7873,enoxaparina,tromboflebitis,diclofenaco,keratosis
7874,mebendazol,helmintosis,eflornitina,politricosis
7875,moxifloxacino,neumonia,ceftriaxona,neumonia
7876,teofilina,apnea,ciprofloxacino,fiebre
7877,tramadol,dolor,meropenem,peritonitis
7878,heparina,tromboembolia,diclorodiaminoplatino,linfoma
7879,mitoxantrona,leucemia,atropina,uveitis
7880,clofazimina,lepra,cimetidina,urticaria
7881,dexametasona,nauseoso,cloroquina,penfigo
7882,cabergolina,hiperprolactinemia,azitromicina,tonsilitis
7883,fenilefrina,hipopiesis,citrato,acidosis
7884,oxitetraciclina,gonorrea,azitromicina,tonsilitis
7885,leflunomida,reumatismo,itraconazol,neutropenia
7886,sulfametoxazol,toxoplasmosis,flutamida,hirsutismo
7887,flucitosina,meningitis,claritromicina,bronquitis
7888,octreotida,acromegalia,mitomicina,adenocarcinoma
7889,oxacilina,meningitis,ipratropio,bronquitis
7890,azitromicina,tonsilitis,auranofina,penfigo
7891,itraconazol,aspergilosis,epinefrina,glaucoma
7892,teofilina,apnea,ciclofosfamida,leucemia
7893,trombina,sangrado,ibuprofeno,bursitis
7894,guaifenesina,bronquitis,bromocriptina,hiperprolactinemia
7895,naproxeno,gota,guaifenesina,tos
7896,tetraciclina,lues,cisaprida,dispepsia
7897,morfina,disnea,ampicilina,meningitis
7898,rifabutina,tuberculosis,pantoprazol,esofagitis
7899,probenecid,gota,pilocarpina,midriasis
7900,teofilina,bronquitis,moxifloxacino,sinusitis
7901,sulfametoxazol,toxoplasmosis,carbamazepina,esquizofrenia
7902,olanzapina,esquizofrenia,lovastatina,hipertrigliceridemia
7903,prednisolona,conjuntivitis,brimonidina,glaucoma
7904,itraconazol,onicomicosis,fentanilo,dolor
7905,estreptomicina,brucelosis,fenfluramina,bulimia
7906,talidomida,reticulosis,metilprednisolona,inflamacion
7907,modafinilo,cansancio,cefuroxima,impetigo
7908,doxiciclina,lues,desmopresina,sangrado
7909,modafinilo,cansancio,cerivastatina,hipercolesterolemia
7910,meropenem,meningitis,meprobamato,cefalodinia
7911,prednisolona,hipersensibilidad,itraconazol,onicomicosis
7912,risperidona,esquizofrenia,niacina,hiperlipemia
7913,selegilina,esquizofrenia,estrona,hipogonadismo
7914,ifosfamida,sarcoma,doxilamina,rinitis
7915,oxacilina,osteomielitis,cefotaxima,meningitis
7916,liotironina,bocio,colecalciferol,osteoporosis
7917,norfloxacino,cistitis,alcanfor,dolor
7918,glicerina,estreñimiento,benzocaina,dentalgia
7919,rifampicina,meningitis,atropina,bradicardia
7920,procainamida,taquiarritmia,feniltoloxamina,rinitis
7921,rifampicina,lepra,doxilamina,rinitis
7922,vancomicina,neutropenia,cefuroxima,gonorrea
7923,paromomicina,criptosporidiasis,bupivacaina,dolor
7924,delta   tetrahidrocanabinol,anorexia,acetilcisteina,amiloidosis
7925,norepinefrina,shock,flutamida,hirsutismo
7926,glucagon,shock,ciclofosfamida,retinoblastoma
7927,progesterona,amenorrea,mentol,dolor
7928,melfalan,rabdosarcoma,ibuprofeno,dolor
7929,propranolol,cromafinoma,cetoconazol,leishmaniosis
7930,etoposido,rabdosarcoma,bromocriptina,hipogonadismo
7931,insulina,humano,desmopresina,trombocitopenia
7932,vancomicina,neutropenia,estreptomicina,brucelosis
7933,prednisolona,hipersensibilidad,ciprofloxacino,gonorrea
7934,isotretinoina,leucemia,ifosfamida,linfoma
7935,sulfametoxazol,bronquitis,ceftriaxona,sepsis
7936,dextrometorfano,tos,ciclofosfamida,retinoblastoma
7937,lidocaina,taquiarritmia,hidrocodona,tos
7938,modafinilo,narcolepsia,imipramina,enuresis
7939,levofloxacino,bronquitis,esomeprazol,esofagitis
7940,fluconazol,meningitis,fentanilo,dolor
7941,dihidrocodeina,dolor,diclorodiaminoplatino, m osteosarcoma
7942,escopolamina,diverticulitis,oxigeno,gangrenoso
7943,fenilefrina,rinitis,cortisol,inflamacion
7944,risperidona,demencia,octreotida,adenoma
7945,prazicuantel,helmintosis,clonazepam,disartria
7946,oxitetraciclina,lues,fluorouracilo,keratosis
7947,metronidazol,amebiasis,alcanfor,dolor
7948,tetraciclina,bronquitis,metronidazol,amebiasis
7949,ifosfamida,sarcoma,claritromicina,bronquitis
7950,prostaciclina,arteriosclerosis,ciprofloxacino,fiebre
7951,niacinamida,hiperlipemia,midazolam,desazon
7952,dietilestilbestrol,carcinoma,buprenorfina,dolor
7953,dihidrocodeina,tos,cetiricina,rinitis
7954,l arginina,alcalosis,amoxicilina,listerelosis
7955,medroxiprogesterona,hipoventilacion,difenhidramina,urticaria
7956,daunorubicina,leucemia,diclorodiaminoplatino,neuroblastoma
7957,clonidina,dolor,amoxicilina,listerelosis
7958,indometacina,dolor,epinefrina,anafilaxia
7959,mitoxantrona,leucemia,desoxiefedrina,narcolepsia
7960,indometacina,dolor,clomipramina,dolor
7961,cetiricina,urticaria,alprazolam,agorafobia
7962,colchicina,amiloidosis,butorfanol,dolor
7963,estreptomicina,brucelosis,naproxeno,fiebre
7964,espironolactona,hirsutismo,guaifenesina,coqueluche
7965,haloperidol,vomitos,furosemida,edema
7966,sucralfato,gastritis,acetilcisteina,bronquitis
7967,dapsona,lepra,ciclosporina,soriasis
7968,omeprazol,esofagitis,filgrastim,neutropenia
7969,mitoxantrona,linfoma,cortisol,reumatismo
7970,fentanilo,dolor,ciclofosfamida,rabdosarcoma
7971,ceftazidima,neutropenia,benzocaina,otalgia
7972,clorpromazina,hipo,carbamazepina,epilepsia
7973,prazicuantel,bilarziasis,dexametasona,vomitos
7974,lorazepam,catatonia,diclofenaco,dismenorrea
7975,opio,diarrea,dietilestilbestrol,carcinoma
7976,hidroclorotiazida,edema,eritromicina,gonorrea
7977,ibuprofeno,bursitis,atropina,envenenamiento
7978,liotironina,bocio,ceftazidima,meningitis
7979,delta   tetrahidrocanabinol,nauseoso,procarbazina,linfoma
7980,guaifenesina,coqueluche,codeina,tos
7981,probenecid,gonorrea,isoniazida,tuberculosis
7982,pseudoefedrina,rinitis,perfenazina,esquizofrenia
7983,estradiol,hipogonadismo,acetilcisteina,bronquitis
7984,calcitriol,soriasis,bismuto,disenteria
7985,finasterida,calvicie,cefotaxima,neumonia
7986,pseudoefedrina,asma,ciclofosfamida,reumatismo
7987,oxigeno,gangrenoso,nistatina,candidosis
7988,venlafaxina,dolor,sulfametoxazol,toxoplasmosis
7989,niacinamida,pelagra,niacina,hiperlipemia
7990,efedrina,asma,clorpromazina,hipo
7991,rifampicina,tuberculosis,oxacilina,septicemia
7992,prednisolona,reumatismo,ceftriaxona,epididimitis
7993,propranolol,cromafinoma,guaifenesina,laringitis
7994,fluconazol,meningitis,ceftriaxona,meningitis
7995,prednisolona,conjuntivitis,cloroquina,penfigo
7996,furosemida,edema,cetiricina,urticaria
7997,levofloxacino,pielonefritis,lansoprazol,esofagitis
7998,liotironina,tirotoxicosis,gemfibrozilo,hipercolesterolemia
7999,tiroglobulina,bocio,cortisol,reumatismo
8000,prednisona,hipercalcemia,ceftriaxona,sepsis
8001,meropenem,fiebre,prostaciclina,arteriosclerosis
8002,probenecid,neurosifilis,etanercept,artritis
8003,vinblastina,corioepitelioma,papaverina,tromboembolia
8004,guaifenesina,laringitis,guaifenesina,bronquitis
8005,clorpromazina,nauseoso,albendazol,giardosis
8006,naproxeno,inflamacion,flucitosina,aspergilosis
8007,insulina,humano,carisoprodol,miositis
8008,tiroxina,bocio,prazicuantel,helmintosis
8009,ametopterina,soriasis,fenfluramina,bulimia
8010,oxacilina,osteomielitis,lovastatina,hipertrigliceridemia
8011,levetiracetam,epilepsia,finasterida,hirsutismo
8012,nitazoxanida,diarrea,aspirina,fiebre
8013,penicilamina,reumatismo,midazolam,desazon
8014,metronidazol,giardosis,levetiracetam,epilepsia
8015,ipratropio,rinitis,efedrina,hipopiesis
8016,modafinilo,narcolepsia,ciclosporina,soriasis
8017,nandrolona,anemia,ampicilina,gonorrea
8018,sulfametoxazol,bronquitis,cefotaxima,peritonitis
8019,itraconazol,neutropenia,ifosfamida,sarcoma
8020,calcitriol,soriasis,brimonidina,glaucoma
8021,tiabendazol,helmintosis,hidroclorotiazida,edema
8022,vancomicina,meningitis,levofloxacino,bronquitis
8023,quinina,babesiasis,carisoprodol,dolor
8024,teofilina,asma,procaina,dolor
8025,fenfluramina,obesidad,acetilcisteina,envenenamiento
8026,prednisona,inflamacion,clorpromazina,nauseoso
8027,permetrina,prurito,cloroquina,amebiasis
8028,isotretinoina,leucemia,cefepima,neumonia
8029,permetrina,prurito,desoxiefedrina,obesidad
8030,meperidina,dolor,ampicilina,meningitis
8031,pseudoefedrina,asma,cefepima,neumonia
8032,simvastatina,hipertrigliceridemia,lindano,prurito
8033,imipenem,septicemia,ibuprofeno,gota
8034,mebendazol,helmintosis,diclorodiaminoplatino,astroglioma
8035,teofilina,asma,ceftazidima,meningitis
8036,sulfatiazol,vaginitis,brimonidina,glaucoma
8037,nitroglicerina,eclampsia,citarabina,linfoma
8038,estreptomicina,peste,etanercept,artritis
8039,ceftazidima,neutropenia,ampicilina,disenteria
8040,fenobarbital,hiperbilirrubinemia,l arginina,acidosis
8041,ibuprofeno,inflamacion,etoposido,rabdosarcoma
8042,vancomicina,meningitis,fenazopiridina,dolor
8043,teofilina,asma,clorpromazina,nauseoso
8044,fenilpropanolamina,obesidad,fenilefrina,glaucoma
8045,oxacilina,celulitis,albendazol,hidatidosis
8046,norfloxacino,gonorrea,nitazoxanida,giardosis
8047,gemfibrozilo,hipercolesterolemia,alprazolam,agorafobia
8048,propofol,desazon,ifosfamida,sarcoma
8049,doxilamina,rinitis,cefepima,pielonefritis
8050,vancomicina,meningitis,hidrocodona,dolor
8051,topiramato,dolor,acemanan,leucemia
8052,metilprednisolona,inflamacion,clonazepam,esquizofrenia
8053,azufre,soriasis,moxifloxacino,cistitis
8054,clozapina,esquizofrenia,bupivacaina,dolor
8055,vincristina,leucemia,dihidrocodeina,tos
8056,sucralfato,neumonia,quinina,plasmodiosis
8057,naproxeno,fiebre,ibuprofeno,inflamacion
8058,eritromicina,coqueluche,l arginina,alcalosis
8059,teofilina,bradicardia,esomeprazol,esofagitis
8060,eritromicina,gonorrea,desmopresina,sangrado
8061,perfenazina,vomitos,oxacilina,septicemia
8062,linezolid,neumonia,ciprofloxacino,sinusitis
8063,hidroxicarbamida,soriasis,calcitriol,raquitismo
8064,penicilamina,reumatismo,bromocriptina,infertil
8065,flutamida,hirsutismo,bismuto,disenteria
8066,bromocriptina,infertil,aspirina,inflamacion
8067,meprobamato,espasmo,  fenilpropano   amina,narcolepsia
8068,pseudoefedrina,asma,moxifloxacino,neumonia
8069,fluorouracilo,keratosis,ceftazidima,sepsis
8070,oxacilina,septicemia,azitromicina,tonsilitis
8071,epinefrina,glaucoma,butorfanol,dolor
8072,probenecid,gota,prostaciclina,arteriosclerosis
8073,omeprazol,acidez,isoniazida,tuberculosis
8074,azufre,soriasis,aspirina,dolor
8075,glucagon,shock,citarabina,linfoma
8076,meticilina,neumonia,clonazepam,esquizofrenia
8077,deferoxamina,hemocromatosis,carbamazepina,epilepsia
8078,desmopresina,trombocitopenia,ceftazidima,neutropenia
