,Term1,Term2,Term3,Term4
6302,escleritis,ojo,posimagen,ojo
6303,laringitis,laringe,diplopia,ojo
6304,pancreatitis,pancreas,encandilamiento,ojo
6305,traqueitis,traquea,anquiloglosia,cara
6306,scrapie,posencefalo,petequias,piel
6307,hirsutismo,piel,epididimitis,testiculo
6308,neumoconiosis,pulmon,hepatitis,higado
6309,eczema,piel,ambidiestro,cerebro
6310,hiperreflexia,nervio,posimagen,ojo
6311,cianosis,piel,queilitis,mandibula
6312,epididimitis,testiculo,anovulatorio,ovario
6313,pterigion,cornea,laminitis,pezuña
6314,neuralgia,nervio,afaquia,cristalino
6315,esofagitis,esofago,afaquia,cristalino
6316,raquitismo,cartilago,escencia,nariz
6317,peritonitis,peritoneo,anquiloglosia,cara
6318,queratoconjuntivitis,ojo,celulitis,piel
6319,cecitis,ciego,acrodermatitis,piel
6320,paraqueratosis,piel,paperas,mandibula
6321,septicemia,sangre,pioderma,piel
6322,prognatismo,cartilago,coroiditis,coroides
6323,variola,piel,politricosis,piel
6324,queratoconjuntivitis,ojo,hipernasalidad,nariz
6325,peritonitis,peritoneo,albinismo,piel
6326,asialia,saliva,reumatismo,articulaciones
6327,osteoporosis,cartilago,gingivoestomatitis,encia
6328,scrapie,cerebro,hipospadias,uretra
6329,pleuroneumonia,pleura,corvaza,articulaciones
6330,paperas,mandibula,keratosis,piel
6331,queratitis,ojo,hiperemia,cabello
6332,neuromielitis,nervio,maloclusion,mandibula
6333,sarna,piel,desvanecimiento,cerebro
6334,fotofobia,ojo,contextura,piel
6335,silicatosis,pulmon,cianosis,piel
6336,orquitis,testiculo,hipernasalidad,nariz
6337,pleuresia,pleura,amordazar,esofago
6338,vaginitis,vagina,hemotorax,pleura
6339,septicemia,sangre,miasis,piel
6340,hepatitis,higado,gingivitis,mandibula
6341,neumotorax,pleura,glaucoma,ojo
6342,urticaria,piel,piedra,cabello
6343,parasomnia,cerebro,eczema,piel
6344,hemocromatosis,higado,erisipela,piel
6345,miasis,piel,somnolencia,cerebro
6346,polineuritis,nervio,dislexia,cerebro
6347,gingivoestomatitis,encia,coriorretinitis,coroides
6348,pancreatitis,pancreas,anquiloglosia,lengua
6349,pleuroneumonia,pulmon,paperas,mandibula
6350,estrabismo,ojo,osteoma,cartilago
6351,neuromielitis,nervio,aturdimiento,cerebro
6352,narcolepsia,cerebro,meningoencefalitis,cerebro
6353,esplenomegalia,bazo,erisipela,piel
6354,tendonitis,articulaciones,pterigion,cornea
6355,retinitis,ojo,nistagmo,ojo
6356,poiquilodermia,piel,celulitis,piel
6357,escleritis,ojo,osteomalacia,cartilago
6358,viremia,sangre,colestasis,higado
6359,pterigion,cornea,encandilamiento,ojo
6360,pitiriasis,piel,crup,traquea
6361,coroiditis,coroides,artrogrifosis,cerebro
6362,scrapie,cerebro,nistagmo,ojo
6363,retinitis,coroides,nefritis,riñon
6364,gingivitis,encia,anquiloglosia,mandibula
6365,sudoracion,piel,dormido,cerebro
6366,retinoblastoma,retina,rubor,cara
6367,miopia,ojo,queratoconjuntivitis,cornea
6368,vertigo,cerebro,rosacea,piel
6369,variola,piel,despierto,cerebro
6370,neumonitis,pulmon,macrocefalo,cabeza
6371,hiperbilirrubinemia,higado,amaurosis,ojo
6372,tendonitis,articulaciones,encefalitis,cerebro
6373,insomnio,cerebro,presbicia,ojo
6374,pleuroneumonia,pleura,mirada,ojo
6375,pleuroneumonia,pleura,dismenorrea,utero
6376,corvaza,articulaciones,catarata,cristalino
6377,laminitis,pezuña,gastrinoma,duodeno
6378,poliosis,piel,anosmia,nariz
6379,insulinoma,pancreas,hidrotorax,pleura
6380,rubor,cabello,bacteriemia,sangre
6381,glositis,mandibula,coriorretinitis,retina
6382,psitacosis,pulmon,coroiditis,uvea
6383,osteomalacia,cartilago,acne,piel
6384,taquiarritmia,corazon,hiperpatia,piel
6385,vaginitis,vagina,calvicie,piel
6386,pielonefritis,riñon,queratitis,ojo
6387,pioderma,piel,prognatismo,cartilago
6388,neumonia,pulmon,acrodermatitis,piel
6389,pleuroneumonia,pulmon,celulitis,piel
6390,mielitis,cerebro,albinismo,piel
6391,retinitis,ojo,calvicie,cabello
6392,esclerodermia,fascia,pterigion,conjuntiva
6393,miliaria,piel,rubor,cabello
6394,tinnitus,laberinto,desmayo,cerebro
6395,paraqueratosis,piel,contextura,cara
6396,tracoma,ojo,progeria,piel
6397,vertigo,laberinto,bronquiolitis,pulmon
6398,uveitis,ojo,acidez,esofago
6399,keratosis,piel,rubor,piel
6400,tendonitis,articulaciones,criptorquidia,testiculo
6401,dermatomiositis,piel,encandilamiento,ojo
6402,endocarditis,endocardio,atelectasia,pulmon
6403,amuck,cerebro,albinismo,piel
6404,poliosis,piel,pericarditis,corazon
6405,hepatitis,higado,anquiloglosia,mandibula
6406,hiperqueratosis,piel,anquiloglosia,mandibula
6407,queratitis,cornea,ambliopia,ojo
6408,celulitis,piel,anquiloglosia,lengua
6409,tendonitis,articulaciones,diaforesis,cabello
6410,hepatoesplenomegalia,bazo,gastrinoma,duodeno
6411,gingivoestomatitis,mandibula,bruxismo,mandibula
6412,laminitis,pezuña,acalasia,abdomen
6413,estrabismo,ojo,artritis,articulaciones
6414,rinorrea,nariz,hiperemia,cabello
6415,rubor,piel,artrogrifosis,articulaciones
6416,miopia,ojo,hemocromatosis,higado
6417,maloclusion,denticion,insulinoma,pancreas
6418,endometritis,endometrio,bacteriemia,sangre
6419,osteoporosis,cartilago,dormido,cerebro
6420,fotofobia,ojo,kuru,cerebro
6421,acidez,esofago,encefalitis,cerebro
6422,laberintitis,laberinto,encefalitis,cerebro
6423,epistaxis,nariz,despierto,cerebro
6424,retinitis,coroides,esofagitis,esofago
6425,priapismo,pene,kuru,cerebro
6426,uveitis,uvea,mediastinitis,mediastino
6427,hipernasalidad,nariz,atelectasia,pulmon
6428,mielitis,cerebro,cianosis,cabello
6429,emetropia,ojo,disfluidez,cerebro
6430,asialia,saliva,petequias,piel
6431,queratitis,ojo,deslumbramiento,ojo
6432,uremia,riñon,uricacidemia,sangre
6433,miasis,piel,bacteriemia,sangre
6434,sinovitis,articulaciones,osteitis,cartilago
6435,pericarditis,corazon,corvaza,articulaciones
6436,pustula,piel,piedra,cabello
6437,poliosis,piel,hiperemia,piel
6438,palidez,piel,queratitis,ojo
6439,rinorrea,nariz,crup,traquea
6440,scrapie,cerebro,despierto,cerebro
6441,xerodermia,piel,crup,traquea
6442,silicatosis,pulmon,lipoatrofia,piel
6443,endometritis,endometrio,diaforesis,cabello
6444,rinofima,piel,pterigion,conjuntiva
6445,narcolepsia,cerebro,demencia,cerebro
6446,stare,ojo,microencefalia,cerebro
6447,epilepsia,cerebro,apendicitis,apendice
6448,fotofobia,ojo,onicomicosis,piel
6449,acidez,piel,cianosis,piel
6450,pleuroneumonia,pleura,dermatomicosis,cabello
6451,scrapie,posencefalo,microencefalia,cerebro
6452,miopia,ojo,angioedema,piel
6453,nefrocalcinosis,riñon,hipomania,cerebro
6454,pesadilla,cerebro,hipospadias,uretra
6455,reflujo,abdomen,hiperpigmentacion,piel
6456,hepatoesplenomegalia,bazo,hemocromatosis,higado
6457,poliartritis,articulaciones,pleuroneumonia,pleura
6458,miopia,ojo,coriorretinitis,retina
6459,polineuropatia,nervio,amordazar,esofago
6460,acidez,piel,diaforesis,cabello
6461,glositis,mandibula,guiño,ojo
6462,scrapie,cerebro,priapismo,pene
6463,neumonia,pulmon,miliaria,piel
6464,escencia,nariz,hirsutismo,cabello
6465,rosacea,piel,retinitis,ojo
6466,tendonitis,articulaciones,posimagen,ojo
6467,palidez,cara,laringitis,laringe
6468,glositis,lengua,crup,laringe
6469,epididimitis,epididimo,guiño,ojo
6470,endocarditis,endocardio,albinismo,ojo
6471,uremia,riñon,delirio,cerebro
6472,miasis,piel,queilitis,mandibula
6473,aturdimiento,cerebro,coroiditis,retina
6474,fotopsia,ojo,palidez,piel
6475,dermatomiositis,piel,amiantosis,pulmon
6476,keratosis,piel,acidez,esofago
6477,uveitis,uvea,paperas,mandibula
6478,estertores,pecho,pinguicula,conjuntiva
6479,carotico,cerebro,psitacosis,pulmon
6480,hipersomnia,cerebro,bursitis,articulaciones
6481,asialia,mandibula,anquiloglosia,cara
6482,liposarcoma,piel,calvicie,cabello
6483,cecitis,ciego,pericarditis,corazon
6484,estrabismo,ojo,pinguicula,conjuntiva
6485,aura,cerebro,artrogrifosis,cerebro
6486,sudoracion,cabello,acrodermatitis,piel
6487,queratoconjuntivitis,conjuntiva,criptorquidia,pelvis
6488,artrogrifosis,articulaciones,ambliopia,ojo
6489,urticaria,piel,soriasis,piel
6490,uveitis,ojo,fascitis,fascia
6491,hiperbilirrubinemia,higado,disfluidez,cerebro
6492,glomerulonefritis,riñon,cataplexia,cerebro
6493,dermatomiositis,piel,apendicitis,apendice
6494,escencia,nariz,fascitis,fascia
6495,pericarditis,corazon,hepatomegalia,higado
6496,hepatomegalia,higado,encandilamiento,ojo
6497,reflujo,abdomen,neuritis,nervio
6498,progeria,piel,mastitis,mama
6499,gastrinoma,duodeno,amiantosis,pulmon
6500,piedra,piel,pancreatitis,pancreas
6501,xerodermia,piel,espondilosis,articulaciones
6502,urticaria,piel,lepra,piel
6503,purpura,piel,acidez,piel
6504,parestesia,piel,liposarcoma,piel
6505,picazon,piel,dismenorrea,utero
6506,parasomnia,cerebro,desvanecimiento,cerebro
6507,viremia,sangre,queratoconjuntivitis,ojo
6508,uveitis,ojo,osteitis,cartilago
6509,pioderma,piel,petequias,piel
6510,pterigion,cornea,endometritis,endometrio
6511,rinorrea,nariz,acne,piel
6512,asialia,mandibula,pericarditis,corazon
6513,miocarditis,miocardio,contextura,cara
6514,mareo,cerebro,acrodermatitis,piel
6515,petequias,piel,onicomicosis,piel
6516,rinorrea,nariz,insulinoma,pancreas
6517,carotico,cerebro,hiperreflexia,nervio
6518,uveitis,uvea,disfluidez,cerebro
6519,sudoracion,cabello,laminitis,pezuña
6520,reflujo,abdomen,amuck,cerebro
6521,urticaria,piel,tendonitis,articulaciones
6522,osteopenia,cartilago,laringitis,laringe
6523,fibromialgia,articulaciones,coroiditis,coroides
6524,hipomania,cerebro,conjuntivitis,conjuntiva
6525,esclerodermia,fascia,delirio,cerebro
6526,uveitis,uvea,amiantosis,pulmon
6527,sinovitis,articulaciones,excoriacion,piel
6528,fototoxicidad,piel,maniaco,cerebro
6529,mediastinitis,mediastino,glomerulonefritis,riñon
6530,lanugo,cabello,colestasis,higado
6531,hemocromatosis,higado,asma,pulmon
6532,purpura,piel,neumonia,pulmon
6533,mastitis,mama,cataplexia,cerebro
6534,coroiditis,coroides,cataplexia,cerebro
6535,rinofima,piel,gingivoestomatitis,encia
6536,esofagitis,esofago,artrogrifosis,articulaciones
6537,queratitis,cornea,hipospadias,uretra
6538,rinofima,piel,hirsutismo,cabello
6539,sepsis,sangre,keratosis,piel
6540,enterorragia,recto,celulitis,piel
6541,miliaria,piel,anquiloglosia,lengua
6542,hipospadias,uretra,criptorquidia,testiculo
6543,corvaza,articulaciones,anovulatorio,ovario
6544,neumonitis,pulmon,midriasis,pupilar
6545,vertigo,cerebro,epilepsia,cerebro
6546,gingivitis,encia,artritis,articulaciones
6547,scrapie,posencefalo,rosacea,piel
6548,estertores,pecho,hiperostosis,cartilago
6549,hiperpigmentacion,piel,bacteriemia,sangre
6550,sarna,piel,ginecomastia,mama
6551,periodontitis,mandibula,amiantosis,pulmon
6552,queratoconjuntivitis,cornea,disfluidez,cerebro
6553,coriorretinitis,coroides,colestasis,higado
6554,epilepsia,cerebro,colestasis,higado
6555,xerodermia,piel,periodontitis,mandibula
6556,maloclusion,mandibula,artritis,articulaciones
6557,piedra,piel,hiperqueratosis,piel
6558,escotoma,ojo,alodinia,piel
6559,retinitis,coroides,albinismo,piel
6560,excoriacion,piel,despierto,cerebro
6561,progeria,piel,pinguicula,conjuntiva
6562,onicomicosis,piel,queratitis,cornea
6563,purpura,piel,osteomalacia,cartilago
6564,taurodontismo,mandibula,desgarro,piel
6565,espondilosis,articulaciones,onicomicosis,piel
6566,insulinoma,pancreas,conjuntivitis,ojo
6567,carotico,cerebro,pustula,piel
6568,hirsutismo,piel,gingivitis,encia
6569,insulinoma,abdomen,mirada,ojo
6570,lepra,piel,hiperpigmentacion,piel
6571,polineuritis,nervio,disfluidez,cerebro
6572,ciatica,articulaciones,neumoconiosis,pulmon
6573,parestesia,piel,lipodistrofia,piel
6574,desvanecimiento,cerebro,uricacidemia,sangre
6575,neumonia,pulmon,neuralgia,nervio
6576,viremia,sangre,piedra,cabello
6577,xerodermia,piel,esofagitis,esofago
6578,coroiditis,uvea,coriorretinitis,coroides
6579,stare,ojo,pitiriasis,piel
6580,noma,mandibula,diaforesis,cabello
6581,progeria,piel,neumoconiosis,pulmon
6582,pleuresia,pleura,dismenorrea,utero
6583,lanugo,cabello,alodinia,piel
6584,hepatomegalia,higado,artralgia,articulaciones
6585,miocarditis,miocardio,excoriacion,piel
6586,meningoencefalitis,cerebro,foliculitis,piel
6587,reflujo,abdomen,hemotorax,pleura
6588,rinofima,piel,epilepsia,cerebro
6589,keratosis,piel,coroiditis,retina
6590,acidez,esofago,encandilamiento,ojo
6591,piometra,utero,pleuroneumonia,pulmon
6592,prostatitis,prostata,ginecomastia,mama
6593,sudoracion,piel,meningococemia,sangre
6594,impetigo,piel,epistaxis,nariz
6595,miasis,piel,kuru,cerebro
6596,orquitis,testiculo,coriorretinitis,retina
6597,hiperqueratosis,piel,despierto,cerebro
6598,gingivoestomatitis,encia,ambidiestro,cerebro
6599,fascitis,fascia,erisipela,piel
6600,rubor,cara,anquiloglosia,lengua
6601,dermatomiositis,piel,aura,cerebro
6602,escleritis,ojo,fototoxicidad,piel
6603,rinofima,piel,retinitis,coroides
6604,vaginitis,vagina,piedra,piel
6605,dermatomicosis,cabello,anquiloglosia,cara
6606,aturdimiento,cerebro,bruxismo,mandibula
6607,neuritis,nervio,ginecomastia,mama
6608,uveitis,uvea,crup,laringe
6609,progeria,piel,conjuntivitis,conjuntiva
6610,septicemia,sangre,maloclusion,denticion
6611,pterigion,cornea,lipodistrofia,piel
6612,uveitis,uvea,hepatoesplenomegalia,bazo
6613,hepatoesplenomegalia,higado,acalasia,abdomen
6614,meningococemia,sangre,conjuntivitis,conjuntiva
6615,ciatica,articulaciones,neuritis,nervio
6616,hemocromatosis,higado,bronquiolitis,pulmon
6617,pesadilla,cerebro,mareo,cerebro
6618,microencefalia,cerebro,mediastinitis,mediastino
6619,sarna,piel,anquiloglosia,cara
6620,neuromielitis,nervio,queratitis,ojo
6621,maniaco,cerebro,coroiditis,retina
6622,gingivitis,mandibula,bronquiolitis,pulmon
6623,stare,ojo,acne,piel
6624,taurodontismo,lengua,hiperemia,piel
6625,urticaria,piel,neumonitis,pulmon
6626,agiria,cerebro,encefalomielitis,cerebro
6627,pterigion,cornea,fibrilacion,corazon
6628,uveitis,uvea,hiperqueratosis,piel
6629,glositis,lengua,rubor,piel
6630,escencia,nariz,dermatomiositis,piel
6631,pterigion,conjuntiva,hiperbilirrubinemia,higado
6632,vertigo,cerebro,fototoxicidad,piel
6633,insomnio,cerebro,midriasis,pupilar
6634,anquiloglosia,mandibula,ambidiestro,cerebro
6635,carotico,cerebro,coroiditis,retina
6636,queloide,piel,catarata,cristalino
6637,tendonitis,articulaciones,queratoconjuntivitis,cornea
6638,orquitis,testiculo,miocarditis,miocardio
6639,miocarditis,miocardio,hemotorax,pleura
6640,laminitis,pezuña,hipersomnia,cerebro
6641,taurodontismo,lengua,hiperpigmentacion,piel
6642,rubor,piel,fibrilacion,corazon
6643,insulinoma,abdomen,hipospadias,uretra
6644,lipodistrofia,piel,guiño,ojo
6645,peritonitis,peritoneo,calvicie,piel
6646,silicatosis,pulmon,albinismo,ojo
6647,pleuresia,pleura,bursitis,articulaciones
6648,fascitis,fascia,alodinia,piel
6649,coroiditis,retina,anosmia,nariz
6650,presbicia,ojo,gingivitis,encia
6651,rinorrea,nariz,acidez,esofago
6652,estertores,pecho,coroiditis,uvea
6653,maloclusion,mandibula,contextura,cara
6654,alinfocitosis,linfocito,ginecomastia,mama
6655,rosacea,piel,neumoconiosis,pulmon
6656,sarna,piel,gingivitis,encia
6657,mielitis,cerebro,conjuntivitis,ojo
6658,scrapie,posencefalo,encefalomielitis,cerebro
6659,silicatosis,pulmon,dermatomiositis,piel
6660,midriasis,pupilar,microencefalia,cerebro
6661,sinovitis,articulaciones,gingivoestomatitis,mandibula
6662,neumonia,pulmon,demencia,cerebro
6663,hipospadias,uretra,absceso,piel
6664,asialia,mandibula,corvaza,articulaciones
6665,retinoblastoma,retina,pinguicula,conjuntiva
6666,esclerodermia,fascia,criptorquidia,testiculo
6667,nefritis,riñon,coroiditis,coroides
6668,traqueitis,traquea,variola,piel
6669,vertigo,laberinto,pterigion,conjuntiva
6670,politricosis,cabello,hemoptisis,expectoracion
6671,retinitis,retina,epilepsia,cerebro
6672,traqueitis,traquea,glositis,lengua
6673,reflujo,esofago,estertores,pecho
6674,hidronefrosis,riñon,bruxismo,mandibula
6675,sudoracion,cabello,glositis,mandibula
6676,ciatica,articulaciones,gingivoestomatitis,encia
6677,rosacea,piel,retinoblastoma,retina
6678,keratosis,piel,hemoptisis,expectoracion
6679,viremia,sangre,corvaza,articulaciones
6680,rubor,cara,dermatomicosis,cabello
6681,queratitis,cornea,amuck,cerebro
6682,demencia,cerebro,cianosis,piel
6683,onicomicosis,piel,queloide,piel
6684,noma,mandibula,coroiditis,retina
6685,alinfocitosis,linfocito,epilepsia,cerebro
6686,esofagitis,esofago,criptorquidia,pelvis
6687,sudoracion,cabello,hepatoesplenomegalia,bazo
6688,midriasis,pupilar,artritis,articulaciones
6689,escleritis,esclerotica,contextura,piel
6690,parasomnia,cerebro,hipernasalidad,nariz
6691,rubor,cabello,cicatriz,piel
6692,traqueitis,traquea,emetropia,ojo
6693,septicemia,sangre,neuralgia,nervio
6694,fotofobia,ojo,noma,piel
6695,uveitis,uvea,glositis,lengua
6696,retinitis,retina,contextura,piel
6697,desgarro,piel,hemoptisis,expectoracion
6698,miocarditis,miocardio,hipersomnia,cerebro
6699,ovulatorio,ovario,rubor,cabello
6700,pitiriasis,piel,artralgia,articulaciones
6701,queratoconjuntivitis,ojo,hiperpatia,piel
6702,tracoma,ojo,miopia,ojo
6703,duodenitis,duodeno,artralgia,articulaciones
6704,onicomicosis,piel,antrax,piel
6705,esclerodermia,fascia,albinismo,ojo
6706,mirada,ojo,demencia,cerebro
6707,amordazar,esofago,aura,cerebro
6708,kuru,cerebro,artrogrifosis,articulaciones
6709,maloclusion,mandibula,mirada,ojo
6710,hepatitis,higado,rubor,cabello
6711,miliaria,piel,albinismo,ojo
6712,piedra,cabello,queratoconjuntivitis,cornea
6713,polio,cerebro,osteitis,cartilago
6714,urticaria,piel,traqueitis,traquea
6715,pielonefritis,riñon,mielitis,cerebro
6716,glomerulonefritis,riñon,anquiloglosia,cara
6717,scrapie,cerebro,encefalitis,cerebro
6718,bronconeumonia,pulmon,asma,pulmon
6719,hepatoesplenomegalia,higado,coriorretinitis,coroides
6720,laminitis,pezuña,desgarro,piel
6721,parasomnia,cerebro,hiperpatia,piel
6722,piedra,cabello,microencefalia,cerebro
6723,hiperpatia,piel,acne,piel
6724,asialia,saliva,queilitis,mandibula
6725,poliartritis,articulaciones,conjuntivitis,conjuntiva
6726,keratosis,piel,delirio,cerebro
6727,neumoconiosis,pulmon,pesadilla,cerebro
6728,petequias,piel,diaforesis,cabello
6729,sinovitis,articulaciones,pericarditis,corazon
6730,tracoma,conjuntiva,escleritis,esclerotica
6731,paraqueratosis,piel,hiperreflexia,nervio
6732,escotoma,ojo,hiperostosis,cartilago
6733,queloide,piel,hipersomnia,cerebro
6734,osteoporosis,cartilago,afaquia,cristalino
6735,diplopia,ojo,criptorquidia,pelvis
6736,neuritis,nervio,gingivoestomatitis,encia
6737,laberintitis,laberinto,alodinia,piel
6738,miliaria,piel,anosmia,nariz
6739,mastitis,mama,bacteriemia,sangre
6740,demencia,cerebro,asma,pulmon
6741,urticaria,piel,acne,piel
6742,midriasis,pupilar,hipospadias,uretra
6743,maloclusion,mandibula,uricacidemia,sangre
6744,nefrocalcinosis,riñon,rubor,cabello
6745,vertigo,cerebro,insomnio,cerebro
6746,poliartritis,articulaciones,aturdimiento,cerebro
6747,taurodontismo,mandibula,glomerulonefritis,riñon
6748,desmayo,cerebro,pleuroneumonia,pleura
6749,carotico,cerebro,alinfocitosis,linfocito
6750,vertigo,cerebro,escencia,nariz
6751,retinoblastoma,retina,artrogrifosis,articulaciones
6752,psitacosis,pulmon,osteoporosis,cartilago
6753,neuropatia,nervio,somnolencia,cerebro
6754,gingivitis,mandibula,epistaxis,nariz
6755,palidez,piel,alinfocitosis,linfocito
6756,escleritis,esclerotica,prurito,piel
6757,hepatoesplenomegalia,bazo,contextura,cara
6758,estertores,pecho,sarna,piel
6759,pinguicula,conjuntiva,contextura,cara
6760,tracoma,ojo,queratocono,cornea
6761,poliartritis,articulaciones,cicatriz,piel
6762,polineuritis,nervio,astigmatismo,ojo
6763,meningoencefalitis,cerebro,demencia,cerebro
6764,sepsis,sangre,psitacosis,pulmon
6765,uveitis,ojo,purpura,piel
6766,tatuaje,piel,aturdimiento,cerebro
6767,tendonitis,articulaciones,foliculitis,piel
6768,ovulatorio,ovario,erisipela,piel
6769,xerodermia,piel,carotico,cerebro
6770,epistaxis,nariz,dismenorrea,utero
6771,viremia,sangre,laberintitis,laberinto
6772,encefalitis,cerebro,crup,laringe
6773,neumoconiosis,pulmon,neuritis,nervio
6774,politricosis,piel,apendicitis,apendice
6775,prostatitis,prostata,endocarditis,endocardio
6776,scrapie,cerebro,lanugo,cabello
6777,palidez,piel,cataplexia,cerebro
6778,rubor,piel,encefalitis,cerebro
6779,uremia,riñon,variola,piel
6780,tatuaje,piel,antrax,piel
6781,enterorragia,recto,endometritis,endometrio
6782,palidez,cara,hipernasalidad,nariz
6783,tracoma,ojo,cefalodinia,cabeza
6784,polineuropatia,nervio,palidez,cara
6785,hemoptisis,expectoracion,rubor,cara
6786,liposarcoma,piel,hepatoesplenomegalia,bazo
6787,pericarditis,corazon,dermatitis,piel
6788,pericarditis,corazon,epistaxis,nariz
6789,desmayo,cerebro,noma,mandibula
6790,maloclusion,denticion,hiperpigmentacion,piel
6791,hiperbilirrubinemia,higado,albinismo,piel
6792,queratoconjuntivitis,ojo,albinismo,piel
6793,maniaco,cerebro,angioedema,piel
6794,asialia,mandibula,escleritis,ojo
6795,cataplexia,cerebro,despierto,cerebro
6796,esplenomegalia,bazo,peritonitis,peritoneo
6797,sinovitis,articulaciones,miasis,piel
6798,maloclusion,mandibula,astigmatismo,ojo
6799,rosacea,piel,liposarcoma,piel
6800,crup,laringe,anosmia,nariz
6801,poliosis,piel,queratoconjuntivitis,ojo
6802,criptorquidia,testiculo,catarata,cristalino
6803,taquiarritmia,corazon,impetigo,piel
6804,polio,cerebro,endocarditis,endocardio
6805,coriorretinitis,coroides,antrax,piel
6806,sinovitis,articulaciones,artralgia,articulaciones
6807,reflujo,abdomen,astigmatismo,ojo
6808,fascitis,fascia,coroiditis,uvea
6809,pesadilla,cerebro,amuck,cerebro
6810,epistaxis,nariz,artralgia,articulaciones
6811,pancreatitis,pancreas,artrogrifosis,articulaciones
6812,petequias,piel,coriorretinitis,retina
6813,peritonitis,peritoneo,coroiditis,retina
6814,desgarro,piel,absceso,piel
6815,conjuntivitis,conjuntiva,atelectasia,pulmon
6816,vitiligo,piel,asma,pulmon
6817,pinguicula,conjuntiva,neuralgia,nervio
6818,gingivitis,mandibula,rubor,cabello
6819,noma,piel,glositis,lengua
6820,palidez,piel,disfluidez,cerebro
6821,hemoptisis,expectoracion,crup,traquea
6822,rubor,cara,bacteriemia,sangre
6823,neuralgia,nervio,kuru,posencefalo
6824,estertores,pecho,absceso,piel
6825,bruxismo,mandibula,bronquiolitis,pulmon
6826,epilepsia,cerebro,apendicitis,apendice
6827,periodontitis,mandibula,aturdimiento,cerebro
6828,cefalodinia,cabeza,acalasia,abdomen
6829,neumonia,pulmon,hiperpatia,piel
6830,parasoriasis,piel,microencefalia,cerebro
6831,deslumbramiento,ojo,bursitis,articulaciones
6832,rosacea,piel,hipomania,cerebro
6833,keratosis,piel,anquiloglosia,mandibula
6834,epididimitis,testiculo,equimosis,cabello
6835,uveitis,ojo,traqueitis,traquea
6836,sinovitis,articulaciones,cataplexia,cerebro
6837,fotopsia,ojo,hemoptisis,expectoracion
6838,taurodontismo,mandibula,neumonia,pulmon
6839,kuru,cerebro,queratitis,ojo
6840,gingivitis,encia,despierto,cerebro
6841,reflujo,esofago,polineuropatia,nervio
6842,gingivoestomatitis,encia,duodenitis,duodeno
6843,posimagen,ojo,absceso,piel
6844,nistagmo,ojo,anquiloglosia,cara
6845,aura,cerebro,amaurosis,ojo
6846,psitacosis,pulmon,encefalomielitis,cerebro
6847,reflujo,esofago,rubor,cabello
6848,sepsis,sangre,aura,cerebro
6849,psitacosis,pulmon,parestesia,piel
6850,insomnio,cerebro,atelectasia,pulmon
6851,petequias,piel,maniaco,cerebro
6852,esteatohepatitis,higado,keratosis,piel
6853,hidronefrosis,riñon,cefalodinia,cabeza
6854,escleritis,esclerotica,encandilamiento,ojo
6855,narcolepsia,cerebro,lipodistrofia,piel
6856,reumatismo,articulaciones,politricosis,piel
6857,acidez,piel,coriorretinitis,retina
6858,hepatomegalia,higado,gota,sangre
6859,foliculitis,piel,cianosis,piel
6860,parasomnia,cerebro,miopia,ojo
6861,polio,cerebro,neumoconiosis,pulmon
6862,dislexia,cerebro,artrogrifosis,articulaciones
6863,vaginitis,vagina,epistaxis,nariz
6864,xerodermia,piel,diaforesis,cabello
6865,viremia,sangre,reflujo,abdomen
6866,taurodontismo,mandibula,antrax,piel
6867,hiperqueratosis,piel,bronconeumonia,pulmon
6868,insulinoma,pancreas,diplopia,ojo
6869,parasoriasis,piel,criptorquidia,pelvis
6870,poliosis,cabello,bruxismo,mandibula
6871,parasomnia,cerebro,epistaxis,nariz
6872,neumonitis,pulmon,mirada,ojo
6873,purpura,piel,apendicitis,apendice
6874,vitiligo,piel,dormido,cerebro
6875,taurodontismo,lengua,disfluidez,cerebro
6876,esofagitis,esofago,absceso,piel
6877,maloclusion,denticion,corvaza,articulaciones
6878,neumoconiosis,pulmon,eczema,piel
6879,lepra,piel,anosmia,nariz
6880,hiperpigmentacion,piel,cataplexia,cerebro
6881,vertigo,cerebro,apendicitis,apendice
6882,asialia,mandibula,neuromielitis,nervio
6883,raquitismo,cartilago,mediastinitis,mediastino
6884,ovulatorio,ovario,mielitis,cerebro
6885,noma,piel,conjuntivitis,conjuntiva
6886,lepra,piel,colestasis,higado
6887,neuropatia,nervio,mareo,cerebro
6888,neuromielitis,nervio,absceso,piel
6889,taurodontismo,cara,criptorquidia,testiculo
6890,palidez,cara,conjuntivitis,conjuntiva
6891,miocarditis,miocardio,amuck,cerebro
6892,vertigo,cerebro,urticaria,piel
6893,viremia,sangre,nefritis,riñon
6894,estertores,pecho,hiperpigmentacion,piel
6895,hidrotorax,pleura,hepatitis,higado
6896,soriasis,piel,presbicia,ojo
6897,cianosis,cabello,bronconeumonia,pulmon
6898,polineuropatia,nervio,ictericia,piel
6899,pericarditis,corazon,dormido,cerebro
6900,escotoma,ojo,bronquiolitis,pulmon
6901,miocarditis,miocardio,artrogrifosis,articulaciones
6902,neuritis,nervio,politricosis,piel
6903,peritonitis,peritoneo,calvicie,cabello
6904,mareo,cerebro,demencia,cerebro
6905,nistagmo,ojo,hipersomnia,cerebro
6906,pitiriasis,piel,acidez,esofago
6907,penfigo,piel,hiperqueratosis,piel
